id,line,year,section,cluster,pc1,pc2,log_chars,log_lines,log_mean_line,log_max_line,periods_100,commas_100,question_100,exclaim_100,newline_100,no_stop_line_ratio,no_jp_punct_line_ratio,terminal_period_ratio,quote_100,parenthesis_100,ellipsis_100,repeat_symbol_100,comma_ascii_100,space_100,hiragana_ratio,kanji_ratio,katakana_ratio,half_kana_ratio,latin_ratio,digit_ratio,polite_100,first_person_100,second_person_100,connective_100,quotative_100,hedge_100,nda_ga_100,karana_100,be_100
raw-L00074,75,2002,【+ 激しく】スパロボインパクト140【飛影 +】,0,-2.1489302768140255,-4.126314642556469,2.6390573296152584,0.6931471805599453,2.6390573296152584,2.6390573296152584,0.0,0.0,15.384615384615385,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00078,79,2002,【+ 激しく】スパロボインパクト140【飛影 +】,0,-0.9326727717205876,-3.353649811644987,3.332204510175204,0.6931471805599453,3.332204510175204,3.332204510175204,0.0,0.0,3.7037037037037037,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2962962962962963,0.1111111111111111,0.1111111111111111,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7037037037037037
raw-L00081,82,2002,【+ 激しく】スパロボインパクト140【飛影 +】,0,-2.264137927638816,-4.554962095641406,2.833213344056216,0.6931471805599453,2.833213344056216,2.833213344056216,0.0,0.0,6.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
raw-L00084,85,2002,【+ 激しく】スパロボインパクト140【飛影 +】,0,-1.2532146607209877,-3.6827052102967075,3.295836866004329,0.6931471805599453,3.295836866004329,3.295836866004329,0.0,0.0,3.8461538461538463,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923075,0.11538461538461538,0.34615384615384615,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8461538461538463
raw-L00095,96,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-2.0459771096662105,-4.475190206999465,2.9444389791664403,0.6931471805599453,2.9444389791664403,2.9444389791664403,0.0,0.0,5.555555555555555,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.16666666666666669,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555
raw-L00098,99,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-2.172515514593878,-4.031394868418448,2.9444389791664403,0.6931471805599453,2.9444389791664403,2.9444389791664403,0.0,0.0,5.555555555555555,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555
raw-L00102,103,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,1.3012233055477334,-5.173497809525923,3.4657359027997265,0.6931471805599453,3.4657359027997265,3.4657359027997265,0.0,3.225806451612903,3.225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6129032258064516,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.225806451612903
raw-L00105,106,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-2.6560734220814552,-4.7538968563715045,2.772588722239781,0.6931471805599453,2.772588722239781,2.772588722239781,0.0,0.0,6.666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667
raw-L00108,109,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-3.1981900763311306,-1.9966791590611228,2.9444389791664403,1.3862943611198906,1.9459101490553132,2.302585092994046,0.0,0.0,5.555555555555555,0.0,11.11111111111111,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555
raw-L00113,114,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-1.3504000933607743,-1.9105492489557268,3.4965075614664802,1.0986122886681098,2.833213344056216,3.044522437723423,0.0,0.0,3.125,0.0,3.125,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.21875,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.125
raw-L00117,118,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,2,-1.769037876913217,0.5964462462396646,3.1780538303479458,1.0986122886681098,2.5257286443082556,2.772588722239781,0.0,0.0,0.0,0.0,4.3478260869565215,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6521739130434783,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,4.3478260869565215,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00122,123,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,2,-2.827204103355886,0.7790367455454422,2.833213344056216,1.0986122886681098,2.1972245773362196,2.1972245773362196,0.0,0.0,0.0,0.0,6.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00126,127,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,3,1.4754298056057114,-2.724000026736666,3.8918202981106265,1.0986122886681098,3.2188758248682006,3.5553480614894135,2.0833333333333335,0.0,2.0833333333333335,0.0,2.0833333333333335,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00130,131,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-1.9391546651976437,-1.796608825302288,3.1354942159291497,1.0986122886681098,2.4849066497880004,2.70805020110221,0.0,0.0,4.545454545454546,0.0,4.545454545454546,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.40909090909090906,0.0,0.0,0.0,0.0,0.0,4.545454545454546,0.0,4.545454545454546,0.0,0.0,0.0,4.545454545454546,4.545454545454546
raw-L00134,135,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,2,-1.465865611329648,0.1814966185983632,2.833213344056216,0.6931471805599453,2.833213344056216,2.833213344056216,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00137,138,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-4.194015579002869,-5.498003268136601,2.0794415416798357,0.6931471805599453,2.0794415416798357,2.0794415416798357,0.0,0.0,14.285714285714286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285715,0.28571428571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286
raw-L00141,142,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,2,0.23879791199247857,-1.0238844199284338,3.367295829986474,1.0986122886681098,2.70805020110221,2.9444389791664403,0.0,3.5714285714285716,0.0,0.0,3.5714285714285716,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285715,0.28571428571428575,0.10714285714285714,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00145,146,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-1.2671311028761896,-1.3884461009511881,3.6888794541139363,1.0986122886681098,3.0204248861443626,3.295836866004329,0.0,0.0,2.5641025641025643,0.0,2.5641025641025643,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.33333333333333337,0.0,0.0,0.0,0.025641025641025644,0.0,2.5641025641025643,2.5641025641025643,0.0,0.0,0.0,0.0,0.0,2.5641025641025643
raw-L00149,150,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-2.0591322684106874,-1.9346051614895108,3.258096538021482,1.0986122886681098,2.6026896854443837,2.6390573296152584,0.0,0.0,4.0,0.0,4.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.4,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
raw-L00153,154,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-2.1149939237700885,-1.9657311495945526,3.2188758248682006,1.0986122886681098,2.5649493574615367,2.833213344056216,0.0,0.0,4.166666666666667,0.0,4.166666666666667,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667
raw-L00157,158,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,2,-1.1104071046723154,0.21137536353607053,3.044522437723423,0.6931471805599453,3.044522437723423,3.044522437723423,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00160,161,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,2,-2.0875324491123743,-1.0247199318094662,3.6375861597263857,1.3862943611198906,2.5902671654458267,2.6390573296152584,0.0,0.0,2.7027027027027026,0.0,5.405405405405405,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7297297297297297,0.05405405405405405,0.1081081081081081,0.0,0.0,0.08108108108108109,0.0,0.0,2.7027027027027026,0.0,0.0,0.0,0.0,0.0,2.7027027027027026
raw-L00165,166,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-3.4760091780479865,-1.8319421036917498,2.772588722239781,1.0986122886681098,2.1400661634962708,2.302585092994046,0.0,0.0,6.666666666666667,0.0,6.666666666666667,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00170,171,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-1.5169461058858402,-1.675029898197765,3.6109179126442243,1.0986122886681098,2.9444389791664403,2.9444389791664403,0.0,0.0,2.7777777777777777,0.0,2.7777777777777777,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,0.0,0.0,0.0,0.0,0.0,2.7777777777777777
raw-L00174,175,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-3.3667843876187713,-4.359511694922718,3.1780538303479458,1.0986122886681098,2.5257286443082556,2.5649493574615367,0.0,0.0,8.695652173913043,0.0,4.3478260869565215,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086956521739131,0.13043478260869565,0.13043478260869565,0.0,0.0,0.0,0.0,8.695652173913043,4.3478260869565215,0.0,0.0,0.0,0.0,0.0,4.3478260869565215
raw-L00178,179,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,2,-0.9969791409256002,-0.2978289515213029,3.2188758248682006,0.6931471805599453,3.2188758248682006,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.20833333333333331,0.41666666666666663,0.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00181,182,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-3.773068684710502,-5.923465312612695,2.4849066497880004,0.6931471805599453,2.4849066497880004,2.4849066497880004,0.0,0.0,9.090909090909092,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.2727272727272727,0.36363636363636365,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092
raw-L00185,186,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-2.4625473817734593,-2.347780396213939,3.091042453358316,1.0986122886681098,2.4423470353692043,2.8903717578961645,0.0,0.0,4.761904761904762,0.0,4.761904761904762,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761904761904762,0.38095238095238093,0.09523809523809523,0.0,0.0,0.0,0.0,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762
raw-L00189,190,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,2,-3.663145932487401,-0.25112071266449426,1.791759469228055,0.6931471805599453,1.791759469228055,1.791759469228055,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00193,194,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,1,0.5277829451050723,0.5183686010648395,4.477336814478207,1.791759469228055,2.91235066461494,3.713572066704308,0.0,0.0,1.1494252873563218,0.0,4.597701149425287,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3218390804597701,0.11494252873563218,0.09195402298850575,0.0,0.3793103448275862,0.0,0.0,1.1494252873563218,1.1494252873563218,0.0,0.0,0.0,0.0,0.0,1.1494252873563218
raw-L00200,201,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,2,-1.3324330273405671,-0.23128572276462353,3.044522437723423,0.6931471805599453,3.044522437723423,3.044522437723423,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.25,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00203,204,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,2,-2.291871532193874,-0.12947433938627234,2.6390573296152584,0.6931471805599453,2.6390573296152584,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00206,207,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,1,0.3472090013811454,0.1901948818656949,4.248495242049359,1.6094379124341003,2.9041650800285006,3.713572066704308,0.0,0.0,1.4492753623188406,0.0,4.3478260869565215,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24637681159420288,0.11594202898550725,0.043478260869565216,0.0,0.4782608695652174,0.0,0.0,0.0,1.4492753623188406,0.0,0.0,0.0,0.0,0.0,1.4492753623188406
raw-L00212,213,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,2,-3.253633301838041,-0.0260146035121332,1.791759469228055,0.6931471805599453,1.791759469228055,1.791759469228055,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00215,216,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,2,-2.4876685045766966,0.7070473432853651,2.833213344056216,1.0986122886681098,2.1972245773362196,2.302585092994046,0.0,0.0,0.0,0.0,6.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00220,221,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-1.729192832424759,-1.770334658572873,3.4965075614664802,1.0986122886681098,2.833213344056216,3.091042453358316,0.0,0.0,3.125,0.0,3.125,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65625,0.15625,0.15625,0.0,0.0,0.0,0.0,0.0,3.125,0.0,0.0,0.0,0.0,0.0,3.125
raw-L00225,226,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-1.5443600045440784,-3.042909921502264,2.9444389791664403,0.6931471805599453,2.9444389791664403,2.9444389791664403,0.0,0.0,5.555555555555555,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.2777777777777778,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00228,229,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,2,-3.987057776169491,-0.3352911911430067,1.6094379124341003,0.6931471805599453,1.6094379124341003,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00232,233,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,2,-2.0996693492947074,0.03034353706804361,2.5649493574615367,0.6931471805599453,2.5649493574615367,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00236,237,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-4.179111795691724,-5.702471115000908,2.1972245773362196,0.6931471805599453,2.1972245773362196,2.1972245773362196,0.0,0.0,12.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.125,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
raw-L00239,240,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,2,-2.8659625197225727,-0.11327505826921593,2.1972245773362196,0.6931471805599453,2.1972245773362196,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00243,244,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-4.179111795691724,-5.702471115000908,2.1972245773362196,0.6931471805599453,2.1972245773362196,2.1972245773362196,0.0,0.0,12.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.125,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
raw-L00246,247,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-3.1486385667486605,-1.848534495053217,2.4849066497880004,0.6931471805599453,2.4849066497880004,2.4849066497880004,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092
raw-L00250,251,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,2,-0.9350104004717779,-0.715449799895655,2.6390573296152584,1.0986122886681098,2.0149030205422647,2.3978952727983707,0.0,7.6923076923076925,0.0,0.0,7.6923076923076925,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.23076923076923075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00254,255,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,0,-2.9052420745837364,-4.444564498549589,3.295836866004329,1.0986122886681098,2.6390573296152584,2.772588722239781,0.0,0.0,7.6923076923076925,0.0,3.8461538461538463,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6538461538461539,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,3.8461538461538463,0.0,0.0,0.0,0.0,0.0,7.6923076923076925
raw-L00258,259,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,2,-2.3046895277017945,-0.019907637588374084,2.772588722239781,0.6931471805599453,2.772588722239781,2.772588722239781,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00261,262,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,2,-1.6722418588305163,-1.2164895295812106,3.258096538021482,1.0986122886681098,2.6026896854443837,3.044522437723423,0.0,0.0,4.0,0.0,4.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.28,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00265,266,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,2,-2.440950047940869,1.104284702770965,3.044522437723423,1.3862943611198906,2.03688192726104,2.5649493574615367,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.2,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw-L00270,271,2002,【まるこ姉】スパロボIMPACＴ141【最狂説】,2,-2.9037681876549377,-0.14489228758016662,2.5649493574615367,0.6931471805599453,2.5649493574615367,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666667,0.08333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
