line,category,post_id,text
12438,body,raw-L12433,わかったようなこと言ってると恥をかくみんなにわらわれてますよ笑
12439,blank,,
12440,blank,, 
12441,blank,,
12442,blank,,
12443,section_title,,サムライサイコ～スレ999
12444,blank,,
12445,blank,, 
12446,blank,,
12447,blank,,
12448,post_header,raw-L12448,129 名前：既にその名前は使われています[sage] 投稿日：2005/11/10(木) 11:03:57 ID:ZC9JBmiM [1/13]
12449,body,raw-L12448,侍ほど優遇されてるｼﾞｮﾌﾞは忍者くらいしかいないんだがな
12450,body,raw-L12448,別スレにうそつきのﾈｶﾞｷｬﾝ侍がいたので叩き伏せてきたが
12451,body,raw-L12448,ついに俺も侍の本性を見てしまったな・・侍って本当にうそつきなんだなｷﾓ過ぎた
12452,body,raw-L12448,この事から誰だか知らないけどﾘｱﾙﾓﾝｸの人は真実しか言ってないと言う事がわかったな・・
12453,body,raw-L12448,侍はへいきとうそをつくんだよな・・逆に彼は一人でも侍のﾈｶﾞｷｬﾝに挑んで勝ったんだよな
12454,body,raw-L12448,ぜいいんがうそを付いてるわけじゃないがﾈｶﾞ侍は平気でうそをつくので侍のイメージが悪くなっている
12455,body,raw-L12448,同じ侍として強いと言うことは認めるべきだとおもうむだな強化の願いは止めておこう他ｼﾞｮﾌﾞの怒りをかったら本当は強い侍は弱体されてしまう
12456,blank,,
12457,post_header,raw-L12457,134 名前：既にその名前は使われています[sage] 投稿日：2005/11/10(木) 12:01:09 ID:ZC9JBmiM [2/13]
12458,quoted_line,raw-L12457,>>130　スレ違いだぞ恥を知れ・・ここは侍の良さや強さを言うところと１も言っている
12459,body,raw-L12457,なのに何で無実のナイトの話が出るんだ？ナイト弱体は一般的にかんがえららないでしょう？
12460,body,raw-L12457,彼らは中間の為に身をもって盾をしているＰＴのﾑｰﾄﾞﾒｰｶｰだし
12461,body,raw-L12457,ほんとうは盾として最高の能力持ってるはずなのに忍の蝉という現実にはない技で盾の地位を奪われているからな・・
12462,body,raw-L12457,話の骨を折らないでつよさを認めろと・・俺のなかまの侍は自分の力を信じているから必然的に仲間の信頼もたかい
12463,body,raw-L12457,関係のないはなしはするな気が散るだろ・・
12464,blank,,
12465,post_header,raw-L12465,137 名前：既にその名前は使われています[sage] 投稿日：2005/11/10(木) 12:16:28 ID:ZC9JBmiM [3/13]
12466,body,raw-L12465,残念ながらその話はデタラメだぞ
12467,body,raw-L12465,俺の鯖では侍はふえている強いため減らないから強さにきずいたやつが入るから増えるのは当然なのだが
12468,body,raw-L12465,最強厨の狩から弱体されたから侍が増えたとか言ってる馬鹿はもう少し深い目が必要
12469,body,raw-L12465,前衛の矛と言えば狩人だったが実は最強厨はいぜんから侍に目をつけていたという証明を自分で言ってるのがわからないのか？
12470,body,raw-L12465,自分の意見が論破されてるうえにしらずしらずのうちに誘導されて負けを認めていることに・・
12471,blank,,
12472,post_header,raw-L12472,147 名前：既にその名前は使われています[sage] 投稿日：2005/11/10(木) 13:42:26 ID:ZC9JBmiM [4/13]
12473,body,raw-L12472,なに勝手に勝利宣言してるんだかな・・ﾊﾞｶか
12474,body,raw-L12472,ナイトの話するのは侍が論破されて言い返せないからだな
12475,body,raw-L12472,論破されて顔真っ赤にしても手はゆるめない
12476,body,raw-L12472,侍はＤ値最強系武器を持ち圧倒的なＷＳで敵を破壊し
12477,body,raw-L12472,さらに連携で光・闇の最強属性でダメージが倍以上に飛び上がるという鬼仕様！
12478,body,raw-L12472,しかもその速度はﾋﾟｶｲﾁで黙想によって自由にＴＰが瞬時にたまるのでさらに高出力ＷＳ発動可能
12479,body,raw-L12472,ソボロで３回攻撃Ｄ４０なのでＤ１２０の攻撃を毎回のように行うという鬼！
12480,body,raw-L12472,さらに残心と言う信じられない超特性で敵が避けたはずの攻撃も何故か当たってしまい敵は２倍の攻撃に気を付けなければいけない
12481,blank,,
12482,blank,,
12483,post_header,raw-L12483,150 名前：既にその名前は使われています[sage] 投稿日：2005/11/10(木) 13:58:16 ID:ZC9JBmiM [5/13]
12484,body,raw-L12483,サポシの場合侍の癖に敵の背後からしのびよりその圧倒的なＤ値を必中ｸﾘﾃｨｶﾙになりさらにその高出力ＷＳが信じられない攻撃となって敵を襲う
12485,body,raw-L12483,メインシーフの攻撃を完全に超越した完全ﾍｲﾄｺﾝﾄﾛｰﾗｰとなった
12486,body,raw-L12483,サポ戦の場合信じられない事にＤ値最強系武器+最強ＷＳ+ﾊﾞｰｻｸ+ﾀﾞﾌﾞﾙｱﾀｯｸにより盾からタゲを取ってしまう・・あまりの攻撃力に・・
12487,body,raw-L12483,狙っても取れないｼﾞｮﾌﾞがほとんどなのにな・・これに連携が乗ったら敵は絶望するしかない
12488,body,raw-L12483,さらにﾀﾞﾌﾞﾙｱﾀｯｸ時の残心能力で全ｼﾞｮﾌﾞ中最強の手数もだす（４回攻撃）！
12489,body,raw-L12483,しかもこれがソボロ装備してた場合３×２×２で最高１２回攻撃となる計算
12490,body,raw-L12483,ちょっとこれはいい加減やり過ぎたなと侍の俺もやってて思った・・
12491,body,raw-L12483,侍　　　は　　　つ　　　よ　　　す　　　ぎ　　　た
12492,blank,,
12493,post_header,raw-L12493,154 名前：既にその名前は使われています[sage] 投稿日：2005/11/10(木) 14:08:44 ID:ZC9JBmiM [6/13]
12494,body,raw-L12493,さて攻撃の話ばかりしてても侍は口を結んでしまうがさらに徹底的な証拠をあげてやろう・・
12495,body,raw-L12493,サポ忍の場合なんと侍は元の能力が恐ろしく高かったことがどこかのスレで見つけてしまった
12496,body,raw-L12493,防御面でなんと空蝉１+空蝉２+回避++受け流しＡ+心眼という馬鹿げた超回避能力であった！
12497,body,raw-L12493,さらに心眼はゆういつ敵の強力多段攻撃を一切のリスク負わずに完全回避出来ると言うもの
12498,body,raw-L12493,うわさではｺｳﾓﾘのｼﾞｪｯﾄが弱くなったのは他ｼﾞｮﾌﾞから批判があったから
12499,body,raw-L12493,「侍だけ完全回避出来るのはひきょう」「盾でも食らったら死ぬのに完全回避って・・」「なんでシーフの２ｈｱﾋﾞの絶対回避能力を持ってる・・」
12500,body,raw-L12493,他にも色々あったみたいだがな・・侍と他ｼﾞｮﾌﾞの格差が　あ　　ま　　り　　に　　も　　広　　が　　っ　　て　　し　　ま　　っ　　た　　た　　め　
12501,body,raw-L12493,にｼﾞｪｯﾄが弱体されたと言う証拠も出ている
12502,blank,,
12503,post_header,raw-L12503,157 名前：既にその名前は使われています[sage] 投稿日：2005/11/10(木) 14:15:22 ID:ZC9JBmiM [7/13]
12504,anchor,raw-L12503,>>151
12505,body,raw-L12503,まけおしみはみっともない
12506,body,raw-L12503,必死に侍は自らの強さを隠そうとしているがﾊﾞﾚﾊﾞﾚだぞ
12507,body,raw-L12503,侍のﾈｶﾞｷｬﾝは絶対に真実を知っている者からｸﾚｰﾑがつくからなすでに侍の能力が全ｼﾞｮﾌﾞでもﾄｯﾌﾟﾗﾝｶｰに高いのは皆知っている
12508,body,raw-L12503,反論できなくなるとｺﾋﾟﾍﾟと言う言葉で得意の回避をしようとするのもいつもの汚い手だなヨミヨミだった
12509,blank,,
12510,blank,,
12511,post_header,raw-L12511,159 名前：既にその名前は使われています[sage] 投稿日：2005/11/10(木) 14:20:05 ID:ZC9JBmiM [8/13]
12512,body,raw-L12511,他人の名前を出してｽﾚ削除狙いか・・
12513,body,raw-L12511,そんなに真実が人の目に止まるのが怖いかのか？
12514,body,raw-L12511,人の名前出した時点でお前らは負けだってわからないのか？
12515,body,raw-L12511,お前らの名前いって見ろよ・・言えないﾁｷﾝが勝手に出すなよﾎﾞｺられたいのか・・・？
12516,body,raw-L12511,あと>>155ﾊﾞｶみたいにageるなよお前の意見は誰からも支持されていない恥を知れよ・・
12517,blank,,
12518,post_header,raw-L12518,160 名前：既にその名前は使われています[sage] 投稿日：2005/11/10(木) 14:23:07 ID:ZC9JBmiM [9/13]
12519,body,raw-L12518,学校がどこでも平日だと思うなよ
12520,blank,,
12521,blank,,
12522,post_header,raw-L12522,179 名前：既にその名前は使われています[sage] 投稿日：2005/11/10(木) 17:51:29 ID:ZC9JBmiM [10/13]
12523,body,raw-L12522,結局159の人に俺達言い負けちゃったな･･
12524,body,raw-L12522,もう俺もﾈｶﾞるの止めるぜ？
12525,body,raw-L12522,いい加減思ってもいないこと口にするのは飽きたからな
12526,body,raw-L12522,心が晴れ晴れしている
12527,blank,,
12528,post_header,raw-L12528,183 名前：既にその名前は使われています[sage] 投稿日：2005/11/10(木) 17:58:00 ID:ZC9JBmiM [11/13]
12529,body,raw-L12528,俺が侍代表として降参する
12530,body,raw-L12528,侍は実は強いというのも全面的に認めるしかないな
12531,body,raw-L12528,なにせ相手が悪過ぎたよ・・逃げ場を全て封じられてる・・
12532,blank,,
12533,post_header,raw-L12533,185 名前：既にその名前は使われています[sage] 投稿日：2005/11/10(木) 18:00:56 ID:ZC9JBmiM [12/13]
12534,body,raw-L12533,参りました・・だからそれ以上真実をいわないでください
12535,body,raw-L12533,それ以上真実を言ったら多分侍弱体される・・
12536,body,raw-L12533,まじで頼む侍は実は強いﾄｯﾌﾟﾗﾝｸに強いのは認めるから弱体はしないでください
12537,body,raw-L12533,お願いします７５でＬＳの皆から頼りにされるの侍のおかげなんです！
12538,blank,,
12539,post_header,raw-L12539,187 名前：既にその名前は使われています[sage] 投稿日：2005/11/10(木) 18:03:25 ID:ZC9JBmiM [13/13]
12540,body,raw-L12539,しかたないなわかった俺も偶然侍７５なのだからわざわざ弱体は望まない
12541,body,raw-L12539,だから今回は見逃すが次見たら俺の知り合いのゲームマスターに議会で提案してもらう
12542,blank,,
12543,body,raw-L12539,　　　侍　　　の　　　　大　　　　弱　　　体　　　　　を　　　　な
12544,blank,,
12545,blank,, 
12546,blank,,
12547,blank,, 
12548,blank,,
12549,blank,,
12550,section_title,,ソロ黒で時給6000だというのにお前らは
12551,blank,,
12552,blank,, 
12553,blank,,
12554,blank,, 
12555,blank,,
12556,post_header,raw-L12556,99 名前：既にその名前は使われています[] 投稿日：2005/11/02(水) 17:12:12 ID:dihLpdWC [1/7]
12557,body,raw-L12556,侍うざいもうお前らが強いのはみんな知ってるんだってわからないのか？
12558,body,raw-L12556,お前らﾈｶﾞｷｬﾝすんなよマジむかつくしいい加減にしとけよマジで・・
12559,body,raw-L12556,時給３００とか氏ねよって感じだしお前らの頭の中はどうせ他のｼﾞｮﾌﾞはサポ忍でお前らだけサポ戦の真っ向勝負なんだろうがな
12560,body,raw-L12556,さらに他ｼﾞｮﾌﾞは超廃装備で侍はそこらへんで拾ったもらい物装備しているんだろうな
12561,body,raw-L12556,それを侍が弱いとか言ってるとか信じられん侍スレで侍の本当の力を伝授していてくれた人がいて助かった
12562,body,raw-L12556,知らなかったらみんな騙されていただろうな知っておいて本当によかったウソをへいきでつくのが侍だからな・・
12563,body,raw-L12556,回避Ｂ++受け流しＡ+空蝉１+空蝉２+心眼とか防御力あり過ぎだろ・・その上ＴＰ最強にたまるしな
12564,body,raw-L12556,両手刀でサポ戦なら残心のって４回攻撃とかでるしなさらに連続攻撃のソボロとかﾀﾞﾌﾞﾙとか残心のるから両手刀で常時攻撃できる
12565,body,raw-L12556,侍ってサポジョブを丸食い出来る超特化なのにどこまで力をだましとるつもりだいい加減に弱体が必要
12566,blank,,
12567,post_header,raw-L12567,100 名前：既にその名前は使われています[] 投稿日：2005/11/02(水) 17:18:25 ID:dihLpdWC [2/7]
12568,body,raw-L12567,サポ忍にしたらおそろしいことに忍者を超えるような長防御力であった！！
12569,body,raw-L12567,回避Ｂ++受け流しＡ+空蝉１+空蝉２+心眼という鬼能力
12570,body,raw-L12567,カウンターの装備を一個でもしてたらさらにこれにカウンターもつくと言う鬼だった
12571,body,raw-L12567,さらに攻撃はＤ値最強系の両手武器でＷＳの威力は圧倒的すぎる！
12572,body,raw-L12567,ちょくちょくしたダメージではないので敵はＴＰはたまらずにヘイトはたまりまくる
12573,blank,,
12574,blank,,
12575,post_header,raw-L12575,107 名前：既にその名前は使われています[] 投稿日：2005/11/02(水) 17:27:54 ID:dihLpdWC [3/7]
12576,body,raw-L12575,サポシにしたらシーフの不意ダマを丸食いしてる状況！
12577,body,raw-L12575,しかも攻撃力は完全に超えてしまった上に騙し役としてのＴＰ速度は最強なので強すぎる・・
12578,body,raw-L12575,最弱の短剣の為に用意されたのものなのになぜか最強系武器の両手刀で圧倒的なだまーじとヘイトを一瞬にて発揮する
12579,body,raw-L12575,さらに本職とは違って明鏡止水という最強２ｈｱﾋﾞがあるので盾に絶対的なダメージと一緒のヘイトを強制的にのせることできる
12580,body,raw-L12575,これで引き離せたのを見たことがない・・
12581,blank,,
12582,post_header,raw-L12582,112 名前：既にその名前は使われています[] 投稿日：2005/11/02(水) 17:35:39 ID:dihLpdWC [4/7]
12583,body,raw-L12582,サポ戦の場合はなんと言ってもﾊﾞｰｻｸ+ウォー+ﾀﾞﾌﾞﾙ+残心の最強攻撃
12584,body,raw-L12582,タゲがこっちに来るのが心配だったがやはり噂どうりだったな防御力・・
12585,body,raw-L12582,敵の攻撃を「なんだこれは？」と避けまくるしたまに危ない攻撃も「ほう・・」て刀で受け流す
12586,body,raw-L12582,やりすぎだろって思うくらいの攻撃力を持ってるよさﾎﾟ戦侍は
12587,body,raw-L12582,さらに緊急時には明鏡止水で瞬殺できるしな明鏡止水にダブルとか乗ったらやばいな
12588,body,raw-L12582,弱点と言えば魔法が使えないくらいだろ・・
12589,blank,,
12590,post_header,raw-L12590,119 名前：既にその名前は使われています[] 投稿日：2005/11/02(水) 17:43:14 ID:dihLpdWC [5/7]
12591,body,raw-L12590,勘違いしてるぞ？俺はただ侍スレに書かれていた事に共鳴しただけ
12592,body,raw-L12590,はっきりいってこの人はさむらいを知り尽くてると思ったね
12593,body,raw-L12590,俺は今まで気づかなかった侍の能力に気付かせてもらったからな侍スレのこの意見いった人は相当の使い手なはず
12594,body,raw-L12590,侍の強化は不要だとみんなもわかってるんだが最強厨の侍はこういうところで地道に竜や詩と不遇不遇いってる
12595,body,raw-L12590,なにドサクサに強化言ってるのかマジ意味不明
12596,blank,,
12597,post_header,raw-L12597,125 名前：既にその名前は使われています[] 投稿日：2005/11/02(水) 17:49:36 ID:dihLpdWC [6/7]
12598,body,raw-L12597,俺は侍の弱体を望んでるわけじゃないんだが侍はひがい妄想がひどすぎる
12599,body,raw-L12597,侍が強化を望むから俺はそれはいい加減にやめるべきだろうと弱体を願って＋－０になってこのままになるという計算
12600,body,raw-L12597,それなのにﾈｶﾞ侍は人を悪人の様に仕上るので一般の常識も一般人はなかなか言えない
12601,body,raw-L12597,だから俺が言ってるだけだがいい加減侍のﾈｶﾞｷｬﾝにはみんなも呆れ果ててる
12602,body,raw-L12597,いい加減にしないと全ジョブ敵に回すだろ？舐めすぎたな完全勝利
12603,blank,,
12604,post_header,raw-L12604,132 名前：既にその名前は使われています[] 投稿日：2005/11/02(水) 17:58:01 ID:dihLpdWC [7/7]
12605,body,raw-L12604,俺が黒魔だとか言ってタゲ外しの侍さんばれてるんだが・・
12606,body,raw-L12604,ほらみたことかいきなり侍の卑劣な行動が始ってしまった証拠のログは確保したからな言い逃れは出来ない
12607,blank,,
12608,post_header,raw-L12608,122 名前：既にその名前は使われています ：2005/11/02(水) 17:45:32 ID:jz4MWz4P
12609,body,raw-L12608,ブロントさんを装った黒魔の巧妙なタゲそらしﾜﾛｽ
12610,body,raw-L12608,クオリティ高いな。
12611,blank,,
12612,body,raw-L12608,そもそも侍は十分完成してしまってる上級ジョブだからな
12613,body,raw-L12608,強化が不要なのはすでにみんなが納得ずみなのに侍っていつまでもねちねちﾈｶﾞｷｬﾝ活動するからな油断してなくて助かった・・
12614,body,raw-L12608,仕事前に侍の罠を見やぶれてよかった最後にさらにﾈｶﾞをイッシュウしてしまったな絶滅してくれるとうれしい
12615,blank,,
12616,blank,, 
12617,blank,,
12618,blank,, 
12619,blank,,
12620,blank,,
12621,section_title,,侍強すぎ
12622,blank,,
12623,blank,, 
12624,blank,,
12625,blank,, 
12626,blank,,
12627,blank,,
12628,post_header,raw-L12628,97 名前：既にその名前は使われています[sage] 投稿日：2005/12/30(金) 10:24:51.67 ID:IMZsVnMH [1/15]
12629,body,raw-L12628,侍が強過ぎなのは明らかな現実
12630,body,raw-L12628,侍を弱い弱いいっている侍は他ジョブをするともうだめだろうな
12631,body,raw-L12628,侍は強いので誘われるが侍を弱いといっているやつは他ジョブしたらさらに弱くてＰＴを組めない
12632,body,raw-L12628,俺とかフレとかＰＴ組めなくてひやひやした時にはこぞって侍にジョブチェンジするな
12633,body,raw-L12628,するとジョブ変えた瞬間にテルがくるから待ち時間０
12634,body,raw-L12628,ＰＴに入った後も常時俺は気分次第でいつでも抜けられると言う心構えを持っていると緊張がほつれ
12635,body,raw-L12628,動きにキレが出てくるそうするとやはり攻撃力が段違いに上がるのでうらやましがられる
12636,body,raw-L12628,さいのうのない奴には出来ないジョブかなやっぱり侍はだからやはり強いんだが
12637,blank,,
12638,post_header,raw-L12638,98 名前：既にその名前は使われています[sage] 投稿日：2005/12/30(金) 10:50:34.00 ID:IMZsVnMH [2/15]
12639,anchor,raw-L12638,>>95
12640,body,raw-L12638,おれは初めてこの場所に来たのだが決定的なバカ侍だな着替えろよ・・
12641,body,raw-L12638,侍によくいるのがこういうばかなんだよなぶっとばしたくなる同じ侍として
12642,body,raw-L12638,攻撃+装備と飛命装備命中装備ＳＴＲ装備破壊力装備ＳＴＰ装備揃えろ
12643,body,raw-L12638,こういうバカはＳＴＲ装備だけしか持っておらず使いこなしていない雑魚侍がネガキャンしているの見ると拳が震えてきた
12644,body,raw-L12638,はっきりいって侍７５の俺から言わせてもらうと侍は　　強　　す　　ぎ　　た　　
12645,body,raw-L12638,これだけ強いと弱体は免れないであろう？とおもっていたのだが得意の回避能力で完全回避！
12646,body,raw-L12638,さらにはカウンターまで取得するという超強化を繰り返す始末これは弱体してしまうな間違いなく俺は文句は無いが・・強すぎだからな侍
12647,blank,,
12648,post_header,raw-L12648,103 名前：既にその名前は使われています[sage] 投稿日：2005/12/30(金) 11:27:20.20 ID:IMZsVnMH [3/15]
12649,body,raw-L12648,バカも休み休みいえ
12650,body,raw-L12648,ＷＳ倍率は最強だし黙想も３分アビと言う超神アビ
12651,body,raw-L12648,連携は自由自在に対応できる
12652,body,raw-L12648,その気になれば絆の結晶である闇･光連携を１人できめる事が出来る絆を無視した唯一の超ジョブであった
12653,body,raw-L12648,明鏡止水とか完全３００だし１００固定消費！１００ＷＳ→３００ＷＳ→２００ＷＳ→１００ＷＳ→黙想ＷＳ→ｲｶﾛｽＷＳとか激鬼・・
12654,body,raw-L12648,むちろん攻撃能力が非情に高いがだからと言って防御能力が低いかと言うとこれが最強ﾗﾝｸに高い！
12655,body,raw-L12648,回避Ｂ++受け流しＡ+空蝉１+空蝉２+心眼+カウンターで最強防御能力も所持・・ヤバ過ぎるだろ侍やっててこんなにバランス崩してこわくなってきていた
12656,blank,,
12657,post_header,raw-L12657,105 名前：既にその名前は使われています[sage] 投稿日：2005/12/30(金) 11:36:14.21 ID:IMZsVnMH [4/15]
12658,quoted_line,raw-L12657,>>100と>>101は間違い無くネガ侍だな
12659,body,raw-L12657,まじでいい加減にしろよ？侍は間違い無く強い
12660,body,raw-L12657,それは証明済みですでに浸透してきているのにまだネガ侍がいるとはな
12661,body,raw-L12657,俺が偶然ここに来たから良かったがスレをのぞいておらずこのままネガが進行していたらと思うとぞっとした
12662,quoted_line,raw-L12657,>>101の他ジョブを装っての周りを無視しての「侍は弱いから強化が必要」発言が痛々しい
12663,body,raw-L12657,そのあとのそれでも強化が足りないと言わんばかりの「それでもしないがな」発言でさらにその痛々しさが倍増したうざさ満点だな消えろ
12664,blank,,
12665,post_header,raw-L12665,109 名前：既にその名前は使われています[sage] 投稿日：2005/12/30(金) 11:43:48.87 ID:IMZsVnMH [5/15]
12666,body,raw-L12665,出来る事もやらないで弱い弱い言う資格はない
12667,body,raw-L12665,実際侍の廃装備は他ジョブに比べて楽で楽で仕方がない
12668,body,raw-L12665,廃装備してるのはお前らだけだと思ってないか？
12669,body,raw-L12665,残念ながら他ジョブはそれ以上に廃装備しているのをみて
12670,body,raw-L12665,ユニクロ装備の自分基準で「他ジョブの方がダメでてる！」とかアホの結晶だな
12671,body,raw-L12665,そんなに金かけずに誘われたいし強くなりたいのなら黒でもしろ
12672,body,raw-L12665,今度はＭＰ消費量がでか過ぎる！といってネガネガいいそうだがな
12673,blank,,
12674,post_header,raw-L12674,110 名前：既にその名前は使われています[sage] 投稿日：2005/12/30(金) 11:49:40.97 ID:IMZsVnMH [6/15]
12675,quoted_line,raw-L12674,>>108必死だな
12676,body,raw-L12674,これは逆にお前が実は他ジョブを装ったネガ侍だと宣誓布告している事に気付くべき
12677,body,raw-L12674,その武器のＤ値をもはね返しお釣りがドカンとくるほどの攻撃性能を侍は持っているから
12678,body,raw-L12674,現時点でも強すぎる侍に強化の必要はない
12679,body,raw-L12674,そのそも侍でないお前が７５ＭＡＸ侍である俺にたてつく事がおかしい・・ｽﾞﾀｽﾞﾀにされたいのか？
12680,blank,,
12681,post_header,raw-L12681,116 名前：既にその名前は使われています[sage] 投稿日：2005/12/30(金) 12:10:08.01 ID:IMZsVnMH [7/15]
12682,anchor,raw-L12681,>>112
12683,body,raw-L12681,ネガ侍の必死な装いだがバレてるんでそろそろ止めてもらえないか？侍強いのは事実だしな
12684,body,raw-L12681,別に誘ってくれと言う意味で書いてるわけじゃないしな
12685,body,raw-L12681,書かなくても結構余裕で誘われるしな侍は前衛では忍者の次くらいに上がりが早い
12686,body,raw-L12681,おれが書いてるのはこれ以上の強化は必要ないと言う事誘ってくれなどと一言もいっていない必然的に誘われてしまうが
12687,body,raw-L12681,お前の書きこみ見てると他ジョブ（ホントはネガ侍だが）なのに何故そんな必死なのかバレてる証拠に笑顔が出てしまう
12688,body,raw-L12681,あといいかげんにageるなお前は恥をしらないのか
12689,blank,,
12690,post_header,raw-L12690,118 名前：既にその名前は使われています[sage] 投稿日：2005/12/30(金) 12:14:15.94 ID:IMZsVnMH [8/15]
12691,body,raw-L12690,ついに言い返せなくなって＞＞＞＞だけのレスしかしてこなくなった
12692,body,raw-L12690,こんなレスでいいのならバカでも出来るんだぞ？
12693,body,raw-L12690,真面目に返してこいネガ侍！全て返り血を浴びる事になりそうだがこわくないならageずにかかってこい！
12694,blank,,
12695,post_header,raw-L12695,122 名前：既にその名前は使われています[] 投稿日：2005/12/30(金) 12:23:48.02 ID:IMZsVnMH [9/15]
12696,anchor,raw-L12695,>>120
12697,body,raw-L12695,あーああれほど言っておいたのに
12698,body,raw-L12695,ageたので俺の勝ちは確定したまうそつきは所詮雑魚だったな
12699,body,raw-L12695,ま侍の強さはウソで隠せるほど些細な物じゃないくらい強力だからすぐに論破出来るから楽ではあるのが救いかな・・
12700,blank,,
12701,body,raw-L12695,１２／３０　　完全勝利
12702,blank,,
12703,post_header,raw-L12703,158 名前：既にその名前は使われています[sage] 投稿日：2005/12/30(金) 15:09:54.58 ID:IMZsVnMH [10/15]
12704,body,raw-L12703,間違いなく侍は強いというヴァナ総意の常識からどうしても更なる強化を求める糞侍が多過ぎる
12705,body,raw-L12703,同じ道を行く７５ＭＡＸ侍から見たら他の他ジョブに申し訳がなさすぎた・・
12706,body,raw-L12703,俺は弱体はあまり好きではないが残念な事に侍の弱体は仕方がない
12707,body,raw-L12703,このまま最強過ぎたら大弱体くらいそうだからな
12708,body,raw-L12703,とりあえず黙想のＴＰをＡＦ２で１００にして通常の黙想はメイン侍で６０サポで５０くらいが妥当だな
12709,body,raw-L12703,あと回避能力も回避Ｄ受け流しＣ-くらいがいいな攻撃力が高いのだから当り前と言えば当り前で
12710,body,raw-L12703,本来の能力がいき過ぎていたので弱体ではないと言われればそれまでだが・・な
12711,blank,,
12712,post_header,raw-L12712,176 名前：既にその名前は使われています[] 投稿日：2005/12/30(金) 16:11:20.38 ID:IMZsVnMH [11/15]
12713,body,raw-L12712,違う■がガンなのではなく最強に強いのに弱い弱いネガネガする侍のようなやつらが
12714,body,raw-L12712,いつまでもクレクレするから強さが１ジョブに偏ってしまうからバランスが取れないだけ
12715,body,raw-L12712,俺は心を鬼にして自ジョブ侍の弱体を求めているのだからネガ侍も諦めて弱体メールだしてこいよ
12716,body,raw-L12712,すぐに矛先を■に話を流してるみたいだがいい加減にしておけ
12717,blank,,
12718,blank,,
12719,post_header,raw-L12719,178 名前：既にその名前は使われています[sage] 投稿日：2005/12/30(金) 16:19:58.16 ID:IMZsVnMH [12/15]
12720,body,raw-L12719,国語の勉強してこいよ文章が読めない責任まで俺は取れないのから
12721,blank,,
12722,post_header,raw-L12722,185 名前：既にその名前は使われています[sage] 投稿日：2005/12/30(金) 17:28:00.56 ID:IMZsVnMH [13/15]
12723,body,raw-L12722,なんかカスがごちゃごちゃうるさいけど話をこしを折らないで聞いてくれるかって言うか聞けよ？
12724,body,raw-L12722,侍の突出能力
12725,body,raw-L12722,ＴＰ特化これは戦闘しないでも余ってる時間でＴＰ３００で開戦という相手にとっては凄まじい恐怖となる
12726,body,raw-L12722,ＳＴＰ特性これは未だ上限知らずでなんと６振りでＴＰ１００たまると言う鬼仕様単純なところで
12727,body,raw-L12722,シーフだとＴＰ１００たまるまでに２０回攻撃を与えなければならない今後ものぶるともしかしたら３振りくらいで溜まるかもしれない・・
12728,body,raw-L12722,最強のＷＳ倍率ＷＳ倍率が全ジョブ最強！しかもＴＰ補正がもっとも大きい侍はＴＰ特化で鬼となった
12729,body,raw-L12722,回避Ｂ++受け流しＡ+心眼+ＡＦ２カウンターという超回避能力
12730,body,raw-L12722,明鏡止水はＴＰ３００に瞬時になりさらに消費ＴＰ１００固定で闇・光自由自在の超連携！
12731,body,raw-L12722,またＰＴによる協力での絆でしか生み出せない筈の闇・光連携を１人で出せる完全唯一の規格外超能力！
12732,body,raw-L12722,あまりにもつよい・・やってる本人もいつ弱体が始ってもおかしくないと思っている・・早く弱体して楽にして欲しい・・
12733,blank,,
12734,post_header,raw-L12734,186 名前：既にその名前は使われています[sage] 投稿日：2005/12/30(金) 17:33:00.59 ID:IMZsVnMH [14/15]
12735,body,raw-L12734,やばいな侍
12736,body,raw-L12734,ぱっと思い浮かぶだけでも一気にこれだけの突出能力があることが判明した
12737,body,raw-L12734,俺のフレが弱体される前に上げなければと今必死にやってるが
12738,body,raw-L12734,三日前ＡＦレベルだったのにいまでは７０くらいまで来ている
12739,body,raw-L12734,俺の周りは侍７５ＭＡＸばかりだが早く仲間に入れて欲しいみたいにな
12740,body,raw-L12734,仲間同士で圧倒的破壊力の自慢大会を行うため本当に気合が入っている
12741,blank,,
12742,post_header,raw-L12742,196 名前：既にその名前は使われています[sage] 投稿日：2005/12/30(金) 18:05:45.66 ID:IMZsVnMH [15/15]
12743,anchor,raw-L12742,>>189
12744,body,raw-L12742,あっても役に立たないなら能力なら捨てろ
12745,body,raw-L12742,それと回避はＢでなくＢ+だからな誤魔化すなネガ侍
12746,body,raw-L12742,ストアＴＰ６振りにするには～とかアホか・・ＴＰ溜めとＷＳ装備遠隔装備で着替えてからしゃべれ
12747,body,raw-L12742,超えられない超えられないうぜえよ超えてますから！総合面で前衛で忍者に次ぐ能力の高さ
12748,body,raw-L12742,忍者は回避能力と二刀があるからな上質な侍でないと歯が立たないとは思うがな勝てる
12749,body,raw-L12742,トップ連合の中での侍の地位は相当高い
12750,body,raw-L12742,まぁ強いから仕方ないがないいなりになってるジョブがかわいそうだと思う優しさが残ってる俺みたいなのは少なくなってきてるんだろうな
12751,blank,,
12752,post_header,raw-L12752,268 名前：既にその名前は使われています[] 投稿日：2006/01/02(月) 18:38:27.77 ID:yk3Qar0W [1/5]
12753,anchor,raw-L12752,>>266
