line,category,post_id,text
2806,body,raw-L02799,奇襲　　気合　　魂　　
2807,body,raw-L02799,見切り　覚醒　　奇跡
2808,blank,,
2809,body,raw-L02799,特殊技能　　　　　　　戦闘能力
2810,body,raw-L02799,ニュータイプＬ９　　　格闘 ４００　　技量 ３６２
2811,body,raw-L02799,２回行動　　　　　　　射撃 ３８８　　防御 ３５５
2812,body,raw-L02799,先手必勝　　　　　　　命中 ３９６
2813,body,raw-L02799,統率Ｌ９　　　　　　　回避 ３７２（＋６５０＝１０２２）
2814,blank,,
2815,post_header,raw-L02815,399 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:36
2816,body,raw-L02815,ゼータ２（ロト）
2817,body,raw-L02815,修理費 １００００００
2818,body,raw-L02815,ＨＰ　　９００００/９００００　　　サイズ Ｍ
2819,body,raw-L02815,ＥＮ　　１０００/１０００　　　　　移動力 １２
2820,body,raw-L02815,運動性　６５０　　　　　　　　　　　　　　
2821,body,raw-L02815,装甲　　３５００　　　　移動 空Ｓ 陸Ｓ 海Ｓ 宇Ｓ 地Ｓ
2822,body,raw-L02815,限界　　２０００　　　　地形 空Ｓ 陸Ｓ 海Ｓ 宇Ｓ 地Ｓ
2823,blank,,
2824,body,raw-L02815,ビーム・ライフル[P][B]　　　２５００　　１～５
2825,body,raw-L02815,ライデイン[MAP] 　　　　　　２８００　　１～７
2826,body,raw-L02815,サンダー・キック[P] 　　　　２９００　　２～６
2827,body,raw-L02815,ファイヤー・キック[P] 　　　３０００　　１～２
2828,body,raw-L02815,スーパー・ソード[P] 　　　　３５００　　１～３
2829,body,raw-L02815,ロトの剣[P] 　　　　　　　　３８００　　１
2830,body,raw-L02815,メガビーム・ライフル[B] 　　４０００　　１～８
2831,body,raw-L02815,ギガデイン[MAP] 　　　　　　４４００　　２～１０
2832,body,raw-L02815,ダーク・アタック　　　　　　５０００　　３～９
2833,body,raw-L02815,ギガトン・パンチ[P] 　　　　５８００　　１～３
2834,body,raw-L02815,メガトン・パンチ[P] 　　　　６４００　　１
2835,body,raw-L02815,ギガ・スラッシュ[MAP] 　　　７７００　　１～１２
2836,body,raw-L02815,ギガ・スラッシュ[P] 　　　　７８００　　１～５
2837,body,raw-L02815,メガ・スラッシュ[P] 　　　　９９９９　　１
2838,blank,,
2839,post_header,raw-L02839,402 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:37
2840,body,raw-L02839,俺のゼータ２は強すぎて最強だべ？
2841,blank,,
2842,post_header,raw-L02842,406 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:38
2843,body,raw-L02842,ゼータ２（ロト）の（）はダンバイン（ドット）の（）と同じで専用っていう意味があるべ？
2844,blank,,
2845,post_header,raw-L02845,411 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:38
2846,body,raw-L02845,俺は伝説のニュータイプだからよ
2847,body,raw-L02845,アムロは俺には尊敬してる
2848,blank,,
2849,post_header,raw-L02849,417 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:39
2850,body,raw-L02849,ダークアタックもちゃんとあるだろ
2851,body,raw-L02849,よく見ろよ
2852,body,raw-L02849,頭悪ぃな
2853,blank,,
2854,post_header,raw-L02854,426 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:41
2855,body,raw-L02854,ギガは雷って意味なのが知らない奴がいたらしいのは馬鹿だべな
2856,body,raw-L02854,ギガデイン知らないのかよ？
2857,body,raw-L02854,あれは雷の稲妻が呪文になる
2858,blank,,
2859,post_header,raw-L02859,431 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:42
2860,anchor,raw-L02859,>>408
2861,body,raw-L02859,おまえ適当こいて嘘書くなよ
2862,body,raw-L02859,所詮は妄想だべな
2863,blank,,
2864,post_header,raw-L02864,438 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:43
2865,anchor,raw-L02864,>>433
2866,body,raw-L02864,ダークは悪くて黒いていう意味だから俺の不良で強いからピッタリだ
2867,blank,,
2868,post_header,raw-L02868,453 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:45
2869,anchor,raw-L02868,>>442
2870,body,raw-L02868,しつこいんだよおまえ
2871,body,raw-L02868,おまえ馬鹿だろ
2872,body,raw-L02868,適当こいて妄想するな
2873,blank,,
2874,post_header,raw-L02874,455 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:45
2875,body,raw-L02874,ギガデインも知らない馬鹿がいやがる
2876,body,raw-L02874,ギガは雷だって言ってんのによ
2877,blank,,
2878,post_header,raw-L02878,463 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:47
2879,anchor,raw-L02878,>>458
2880,body,raw-L02878,妄想野郎には負けねぇよ
2881,blank,,
2882,post_header,raw-L02882,468 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:47
2883,anchor,raw-L02882,>>461
2884,body,raw-L02882,歴史上の人物なんて知らねーよ
2885,body,raw-L02882,俺は不良だからよ
2886,blank,,
2887,post_header,raw-L02887,475 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:48
2888,anchor,raw-L02887,>>464
2889,body,raw-L02887,あれはたまたまだろ
2890,body,raw-L02887,頭悪ぃなおまえ
2891,blank,,
2892,post_header,raw-L02892,478 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:49
2893,body,raw-L02892,ライもミナも雷という意味がある
2894,body,raw-L02892,今調べた
2895,blank,,
2896,post_header,raw-L02896,489 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:51
2897,body,raw-L02896,おまえら調子こいてるとタイマンで殺す
2898,blank,,
2899,post_header,raw-L02899,491 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:51
2900,body,raw-L02899,うるさいよおまえら
2901,body,raw-L02899,ちくしょう
2902,blank,,
2903,post_header,raw-L02903,495 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:52
2904,anchor,raw-L02903,>>492
2905,body,raw-L02903,謝れば許す
2906,body,raw-L02903,あと一分
2907,blank,,
2908,post_header,raw-L02908,505 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:53
2909,anchor,raw-L02908,>>494
2910,body,raw-L02908,あれは嘘
2911,body,raw-L02908,本当は最初から知ってた
2912,body,raw-L02908,騙されたなおまえは頭悪ぃな
2913,blank,,
2914,post_header,raw-L02914,508 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:53
2915,body,raw-L02914,早く謝れよ
2916,blank,,
2917,post_header,raw-L02917,516 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:54
2918,body,raw-L02917,俺は本気で怒ると最強って言われてるしよ
2919,blank,,
2920,post_header,raw-L02920,519 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:54
2921,anchor,raw-L02920,>>512
2922,body,raw-L02920,違う
2923,body,raw-L02920,おまえが馬鹿だ
2924,body,raw-L02920,うるさいんだよ
2925,body,raw-L02920,くそ
2926,blank,,
2927,post_header,raw-L02927,522 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:55
2928,body,raw-L02927,心をこめて真剣に謝れ
2929,blank,,
2930,post_header,raw-L02930,526 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:55
2931,body,raw-L02930,あと１分あるから急いだ謝って
2932,blank,,
2933,post_header,raw-L02933,530 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:56
2934,anchor,raw-L02933,>>524
2935,body,raw-L02933,また適当言ってやがる
2936,body,raw-L02933,おまえオタクのひきこもりだべ
2937,blank,,
2938,post_header,raw-L02938,532 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:56
2939,body,raw-L02938,ちくしょうちくしょうちくしょう
2940,blank,,
2941,post_header,raw-L02941,535 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:57
2942,body,raw-L02941,おまえら全員糞だ
2943,body,raw-L02941,俺は切れる
2944,blank,,
2945,post_header,raw-L02945,539 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:57
2946,body,raw-L02945,俺が今切れた
2947,body,raw-L02945,もう遅い
2948,body,raw-L02945,おまえらは殺す
2949,blank,,
2950,post_header,raw-L02950,546 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:58
2951,body,raw-L02950,切れたけどおまえらのチャンスのある
2952,body,raw-L02950,あと３０秒で謝れば許す
2953,blank,,
2954,post_header,raw-L02954,549 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:58
2955,body,raw-L02954,早く謝れ
2956,blank,,
2957,post_header,raw-L02957,558 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 09:59
2958,body,raw-L02957,糞だおまえらは
2959,body,raw-L02957,馬鹿だな
2960,blank,,
2961,post_header,raw-L02961,561 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/21(火) 10:00
2962,body,raw-L02961,これで勝ったと思うなよ
2963,body,raw-L02961,覚えてろ
2964,blank,,
2965,blank,, 
2966,blank,,
2967,blank,, 
2968,blank,,
2969,blank,, 
2970,blank,,
2971,section_title,,【心機】スパロボインパクト195【一転】
2972,blank,,
2973,blank,, 
2974,blank,,
2975,blank,, 
2976,blank,,
2977,blank,, 
2978,blank,,
2979,blank,, 
2980,blank,,
2981,post_header,raw-L02981,301 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/24(金) 13:16
2982,body,raw-L02981,ＦＦ１１板のやつらがむかつく
2983,body,raw-L02981,おまえら荒らしてこい
2984,blank,,
2985,post_header,raw-L02985,302 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/24(金) 13:17
2986,body,raw-L02985,俺が不良だっていっても調子こくしよ
2987,blank,,
2988,post_header,raw-L02988,305 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/24(金) 13:18
2989,anchor,raw-L02988,>>303
2990,body,raw-L02988,おまえも調子こいてると死ぬ
2991,blank,,
2992,post_header,raw-L02992,315 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/24(金) 13:24
2993,body,raw-L02992,ちくしょうあいつら絶対殺す
2994,blank,,
2995,post_header,raw-L02995,331 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/24(金) 13:35
2996,anchor,raw-L02995,>>329
2997,body,raw-L02995,アムロは最強だべ？
2998,body,raw-L02995,俺がいなければだがよ
2999,blank,,
3000,post_header,raw-L03000,347 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/24(金) 13:48
3001,body,raw-L03000,おまえらＦＦ１１板荒らせよ
3002,body,raw-L03000,あいつら俺をなめてる
3003,blank,,
3004,blank,, 
3005,blank,,
3006,blank,, 
3007,blank,,
3008,blank,, 
3009,blank,,
3010,blank,,
3011,section_title,,【エロ】スパロボインパクト196【一揆】
3012,blank,,
3013,blank,, 
3014,blank,,
3015,blank,, 
3016,blank,,
3017,blank,, 
3018,blank,,
3019,blank,, 
3020,blank,,
3021,blank,,
3022,post_header,raw-L03022,254 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/24(金) 19:30
3023,body,raw-L03022,おい、てめえら
3024,body,raw-L03022,よくもやりやがったな
3025,body,raw-L03022,おまえらなんだろ？
3026,blank,,
3027,post_header,raw-L03027,263 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/24(金) 19:31
3028,body,raw-L03027,ロトさんが怒ってた
3029,body,raw-L03027,おまえらもう終わりだ
3030,blank,,
3031,post_header,raw-L03031,270 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/24(金) 19:33
3032,body,raw-L03031,ロトさんがおまえらを殺すって言ってたぞ
3033,blank,,
3034,post_header,raw-L03034,277 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/24(金) 19:33
3035,body,raw-L03034,ロトさんは今度こそ本気で切れた
3036,body,raw-L03034,おまえらは死ぬ
3037,blank,,
3038,post_header,raw-L03038,289 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/24(金) 19:37
3039,body,raw-L03038,次に荒らした奴から順番に死刑の刑にするって言ってたぞ
3040,body,raw-L03038,覚悟しろ
3041,blank,,
3042,post_header,raw-L03042,310 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/24(金) 19:41
3043,body,raw-L03042,ロトさんがいないのをいいことに調子こきすぎなんだよおまえら
3044,body,raw-L03042,もう謝っても許されない
3045,blank,,
3046,post_header,raw-L03046,315 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/24(金) 19:42
3047,anchor,raw-L03046,>>312
3048,body,raw-L03046,秒殺されたのはおまえだべ？
3049,body,raw-L03046,適当こくなよ
3050,blank,,
3051,post_header,raw-L03051,320 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/24(金) 19:44
3052,body,raw-L03051,もう荒らさないって約束して謝れば許す
3053,body,raw-L03051,早く謝れ
3054,body,raw-L03051,チャンスが最後の機会だ
3055,blank,,
3056,post_header,raw-L03056,329 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/24(金) 19:46
3057,body,raw-L03056,今から一分が謝れば許すチャンス
3058,body,raw-L03056,早く謝れ
3059,blank,,
3060,post_header,raw-L03060,337 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/24(金) 19:48
3061,body,raw-L03060,もう荒らすなよ
3062,body,raw-L03060,頼む
3063,blank,,
3064,post_header,raw-L03064,349 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/24(金) 19:49
3065,body,raw-L03064,ロトさんの攻撃
3066,body,raw-L03064,９９９９９９９９のダメージ
3067,body,raw-L03064,竜王は倒した
3068,blank,,
3069,post_header,raw-L03069,352 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/24(金) 19:50
3070,anchor,raw-L03069,>>349
3071,body,raw-L03069,激しく同意
3072,body,raw-L03069,ロトさん強いよな
3073,blank,,
3074,post_header,raw-L03074,360 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/24(金) 19:52
3075,body,raw-L03074,ちくしょう
3076,body,raw-L03074,なんなんだよおまえらは
3077,blank,,
3078,post_header,raw-L03078,367 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/24(金) 19:53
3079,body,raw-L03078,今ロトさんが完全に怒りのパワーで切れた
3080,body,raw-L03078,もう謝っても遅い
3081,body,raw-L03078,馬鹿だおまえら
3082,blank,,
3083,post_header,raw-L03083,369 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/24(金) 19:53
3084,anchor,raw-L03083,>>368
3085,body,raw-L03083,ちくしょう
3086,body,raw-L03083,馬鹿が
3087,blank,,
3088,post_header,raw-L03088,372 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/24(金) 19:54
3089,body,raw-L03088,おまえら死ぬ
3090,body,raw-L03088,馬鹿
3091,blank,,
3092,post_header,raw-L03092,385 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/24(金) 19:55
3093,body,raw-L03092,おまえら覚えてろよ
3094,blank,,
3095,blank,, 
3096,blank,,
3097,blank,, 
3098,blank,,
3099,blank,, 
3100,blank,,
3101,blank,, 
3102,blank,,
3103,blank,,
3104,section_title,,【オニギリ】スパロボスレ215【食べよう】
3105,blank,,
3106,blank,, 
3107,blank,,
3108,blank,, 
3109,blank,,
3110,blank,, 
3111,blank,,
3112,blank,, 
3113,blank,,
3114,blank,, 
3115,blank,,
3116,post_header,raw-L03116,160 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:31
3117,body,raw-L03116,おいおまえら
3118,body,raw-L03116,俺のページ荒らすのいい加減にしろ
3119,body,raw-L03116,迷惑なんだよ
3120,blank,,
3121,post_header,raw-L03121,167 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:32
3122,body,raw-L03121,せっかく新しいページにしたのによ
3123,body,raw-L03121,調子こいて荒らしてんじゃねえよ
3124,body,raw-L03121,おまえら死ぬ
3125,blank,,
3126,post_header,raw-L03126,178 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:33
3127,body,raw-L03126,覚悟しとけよ
3128,body,raw-L03126,おまえらの書き込みからおまえらの住んでる住所の場所を調べる
3129,body,raw-L03126,殺してやる
3130,blank,,
3131,post_header,raw-L03131,188 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:35
3132,body,raw-L03131,謝るなら今がチャンスだ
3133,body,raw-L03131,今なら許すかもしれない
3134,blank,,
3135,post_header,raw-L03135,208 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:39
3136,anchor,raw-L03135,>>201
3137,body,raw-L03135,おまえは賢いべ？
3138,body,raw-L03135,ＤＡＲＫに入るかよ？
3139,blank,,
3140,post_header,raw-L03140,211 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:39
3141,anchor,raw-L03140,>>206
3142,body,raw-L03140,また適当な事言ってやがる
3143,body,raw-L03140,おまえは弱いくせによ
3144,blank,,
3145,post_header,raw-L03145,215 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:40
3146,body,raw-L03145,おまえらは糞だべ？
3147,body,raw-L03145,だからギガトンパンチが使うまでもない
3148,blank,,
3149,post_header,raw-L03149,223 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:41
3150,anchor,raw-L03149,>>219
3151,body,raw-L03149,荒らすのはやめとけ
3152,body,raw-L03149,住所の場所を調べて殺す
3153,blank,,
3154,post_header,raw-L03154,230 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:42
3155,anchor,raw-L03154,>>226
3156,body,raw-L03154,言っておくけど俺は不良だから喧嘩が強い
3157,body,raw-L03154,北海道最強って言われてるべ
3158,body,raw-L03154,おまえらとは強さが違う
3159,blank,,
3160,post_header,raw-L03160,243 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:43
3161,anchor,raw-L03160,>>237
3162,body,raw-L03160,うるさいよおまえ
3163,body,raw-L03160,わけわかんねぇよ
3164,body,raw-L03160,馬鹿
3165,blank,,
3166,post_header,raw-L03166,256 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:45
3167,body,raw-L03166,おまえらがうるさいからＤＲＡＫをＤＡＲＫに治したべ？
3168,body,raw-L03166,治せば荒らさないんじゃなかったのかよ
3169,body,raw-L03166,おまえらは嘘をついたのか
3170,blank,,
3171,post_header,raw-L03171,259 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:45
3172,anchor,raw-L03171,>>257
3173,body,raw-L03171,うるせーばか
3174,blank,,
3175,post_header,raw-L03175,267 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:48
3176,anchor,raw-L03175,>>262
3177,body,raw-L03175,おまえしつこいべ？
3178,body,raw-L03175,俺とタイマンして勝てるのかよ
3179,body,raw-L03175,ちくしょう
3180,blank,,
3181,post_header,raw-L03181,272 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:48
3182,anchor,raw-L03181,>>264
3183,body,raw-L03181,謝るのはおまえだろ
3184,body,raw-L03181,頭悪ぃな
3185,body,raw-L03181,殺す
3186,blank,,
3187,post_header,raw-L03187,279 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:49
3188,body,raw-L03187,俺は切れた
3189,body,raw-L03187,もう遅い
3190,blank,,
3191,post_header,raw-L03191,291 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:51
3192,body,raw-L03191,荒らすなら古い方にしておけ
3193,body,raw-L03191,それなら許す
3194,blank,,
3195,post_header,raw-L03195,299 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:51
3196,body,raw-L03195,俺の本気で切れたらおまえらは死ぬ
3197,blank,,
3198,post_header,raw-L03198,309 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:54
3199,body,raw-L03198,早く謝れ
3200,body,raw-L03198,今なら許す１分までだべ
3201,blank,,
3202,post_header,raw-L03202,320 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:55
3203,body,raw-L03202,じゃあ今までは許すからよ
3204,body,raw-L03202,もう荒らすな
3205,body,raw-L03202,それなら許す
3206,body,raw-L03202,あと謝れ
3207,blank,,
3208,post_header,raw-L03208,324 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:56
3209,body,raw-L03208,あと１分だべ
3210,body,raw-L03208,早くしろ
3211,blank,,
3212,post_header,raw-L03212,330 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:57
3213,body,raw-L03212,やめろ馬鹿
3214,blank,,
3215,post_header,raw-L03215,334 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/28(火) 19:57
3216,body,raw-L03215,ちくしょう
3217,body,raw-L03215,これで勝ったと思うなよ
3218,body,raw-L03215,覚えてろ
3219,blank,,
3220,blank,, 
3221,blank,,
3222,blank,, 
3223,blank,,
3224,blank,, 
3225,blank,,
3226,blank,,
3227,section_title,,【グロンギ語】スパロボ219【意味不明】
3228,blank,,
3229,blank,, 
3230,blank,,
3231,blank,, 
3232,blank,,
3233,blank,, 
3234,blank,,
3235,blank,,
3236,post_header,raw-L03236,757 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/29(水) 20:37
3237,body,raw-L03236,次荒らしたらロトさんが切れるらしい
3238,blank,,
3239,post_header,raw-L03239,773 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/29(水) 20:41
3240,anchor,raw-L03239,>>765
3241,body,raw-L03239,おまえは住所を場所を調べられて殺されるべ
3242,blank,,
3243,post_header,raw-L03243,786 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/29(水) 20:42
3244,anchor,raw-L03243,>>780
3245,body,raw-L03243,おまえは８回死ぬべ？
3246,blank,,
3247,post_header,raw-L03247,793 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/29(水) 20:43
3248,body,raw-L03247,今謝ればロトさんは許すらしいぞ
3249,blank,,
3250,post_header,raw-L03250,796 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/29(水) 20:44
3251,anchor,raw-L03250,>>790
3252,body,raw-L03250,適当書いてんじゃねーよ
3253,body,raw-L03250,ロトさん切れてたぞ
3254,body,raw-L03250,おまえ死ぬ
3255,blank,,
3256,post_header,raw-L03256,811 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/29(水) 20:45
3257,body,raw-L03256,ロトさんが切れたらおまえら全滅で死ぬ
3258,blank,,
3259,post_header,raw-L03259,819 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/29(水) 20:46
3260,body,raw-L03259,ロトさんは今度荒らしが来たら切れるらしい
3261,body,raw-L03259,最後にチャンスだ
3262,body,raw-L03259,謝れ
3263,blank,,
3264,post_header,raw-L03264,832 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/29(水) 20:48
3265,body,raw-L03264,ちくしょう
3266,body,raw-L03264,覚えてろ
3267,blank,,
3268,blank,, 
3269,blank,,
3270,blank,, 
3271,blank,,
3272,blank,,
3273,section_title,,【偽りの】Ｓ.Ｒ.Ｗ. PART.225【平和】
3274,blank,,
3275,blank,, 
3276,blank,,
3277,blank,, 
3278,blank,,
3279,blank,, 
3280,blank,,
3281,blank,, 
3282,blank,,
3283,blank,,
3284,post_header,raw-L03284,695 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/31(金) 18:54
3285,body,raw-L03284,さっさとこんなクソスレつぶれろよ
3286,body,raw-L03284,おまえらオタクでひきこもりだしよ
3287,blank,,
3288,post_header,raw-L03288,711 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/31(金) 18:57
3289,anchor,raw-L03288,>>701
3290,body,raw-L03288,ちっげーっよ
3291,body,raw-L03288,証拠あんのかよ
3292,body,raw-L03288,馬鹿
3293,blank,,
3294,post_header,raw-L03294,719 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/31(金) 18:58
3295,body,raw-L03294,ここはロトさん以外は糞だべ？
3296,blank,,
3297,post_header,raw-L03297,720 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/31(金) 18:59
3298,anchor,raw-L03297,>>717
3299,body,raw-L03297,違うって言ってるだろ
3300,body,raw-L03297,頭悪ぃな
3301,blank,,
3302,post_header,raw-L03302,723 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/31(金) 18:59
3303,body,raw-L03302,そんなに俺がロトさんだと言うなら俺がロトさん呼んで来れば証拠だべ？
3304,blank,,
3305,post_header,raw-L03305,749 名前：名無しさん＠非公式ガイド[] 投稿日：02/05/31(金) 19:07
3306,body,raw-L03305,今からロトさんを呼ぶ
3307,blank,,
3308,post_header,raw-L03308,753 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:08
3309,body,raw-L03308,呼ばれたべ？
3310,body,raw-L03308,俺は今来たところだ
3311,blank,,
3312,post_header,raw-L03312,760 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:09
3313,body,raw-L03312,おまえら俺のHP荒らしたべ？
3314,body,raw-L03312,住所の場所をつきとめたから殺しに行く
3315,body,raw-L03312,謝れば許す
3316,blank,,
3317,post_header,raw-L03317,769 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:11
3318,body,raw-L03317,今から一人殺しに行く
3319,body,raw-L03317,タイマンで殺すから１００人くらい集めてかないとおまえら死ぬ
3320,blank,,
3321,post_header,raw-L03321,778 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:12
3322,anchor,raw-L03321,>>774
3323,body,raw-L03321,ちっげーっよ
3324,body,raw-L03321,調子こくな
3325,body,raw-L03321,１００人はハンデでやるべ？
3326,blank,,
3327,post_header,raw-L03327,786 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:14
3328,anchor,raw-L03327,>>781
3329,body,raw-L03327,うるさいよおまえ
3330,body,raw-L03327,わけわかんねぇんだよ
3331,body,raw-L03327,殺すぞ
3332,blank,,
3333,post_header,raw-L03333,794 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:15
3334,body,raw-L03333,DARKメンバー全員でおまえらを殺して瞬殺するべ
3335,body,raw-L03333,早く謝れば許す
3336,blank,,
3337,post_header,raw-L03337,798 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:16
3338,anchor,raw-L03337,>>792
3339,body,raw-L03337,うるせーばか
3340,blank,,
3341,post_header,raw-L03341,805 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:17
3342,anchor,raw-L03341,>>801
3343,body,raw-L03341,だから荒らしたら死ぬって言ってるべ
3344,body,raw-L03341,おまえ頭悪ぃな
3345,blank,,
3346,post_header,raw-L03346,811 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:17
3347,body,raw-L03346,次荒らしたら怒りの力でパワーが全快になる
3348,body,raw-L03346,おまえら殺す
3349,blank,,
3350,post_header,raw-L03350,815 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:18
3351,anchor,raw-L03350,>>807
3352,body,raw-L03350,うるさいだよおまえ
3353,body,raw-L03350,荒らしたら殺す
3354,blank,,
3355,post_header,raw-L03355,820 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:18
3356,anchor,raw-L03355,>>813
3357,body,raw-L03355,次荒らしたら殺すっつってるべ？
3358,body,raw-L03355,ちくしょう
3359,blank,,
3360,post_header,raw-L03360,826 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:20
3361,anchor,raw-L03360,>>823
3362,body,raw-L03360,やったら殺す
3363,body,raw-L03360,おまえは弱いからギガトンパンチで瞬殺する
3364,blank,,
3365,post_header,raw-L03365,830 名前：ロト ◆ROTOWt.c[] 投稿日：02/05/31(金) 19:20
